经度        纬度         深度       速度
  113.500   39.880    1.700    2.110
  113.500   39.870    1.700    2.110
  113.520   40.200    1.700    2.110
  113.520   40.190    1.700    2.110
  113.520   40.180    1.700    2.110
  113.520   40.170    1.700    2.110
  113.520   40.160    1.700    2.109
  113.520   40.150    1.700    2.109
  113.520   40.140    1.700    2.109
  113.520   40.130    1.700    2.111
  113.520   40.120    1.700    2.113
  113.520   40.110    1.700    2.116
  113.520   40.100    1.700    2.117
  113.520   40.090    1.700    2.117
  113.520   40.080    1.700    2.117
  113.520   40.070    1.700    2.117
  113.520   40.060    1.700    2.118
  113.520   40.050    1.700    2.119
  113.520   40.040    1.700    2.120
  113.520   40.030    1.700    2.119
  113.520   40.020    1.700    2.117
  113.520   40.010    1.700    2.115
  113.520   40.000    1.700    2.113
  113.520   39.990    1.700    2.113
  113.520   39.980    1.700    2.112
  113.520   39.970    1.700    2.112
  113.520   39.960    1.700    2.112
  113.520   39.950    1.700    2.111
  113.520   39.940    1.700    2.110
  113.520   39.930    1.700    2.110
  113.520   39.920    1.700    2.110
  113.520   39.910    1.700    2.110
  113.520   39.900    1.700    2.110
  113.520   39.890    1.700    2.110
  113.520   39.880    1.700    2.110
  113.520   39.870    1.700    2.110
  113.540   40.200    1.700    2.110
  113.540   40.190    1.700    2.110
  113.540   40.180    1.700    2.110
  113.540   40.170    1.700    2.109
  113.540   40.160    1.700    2.108
  113.540   40.150    1.700    2.107
  113.540   40.140    1.700    2.108
  113.540   40.130    1.700    2.111
  113.540   40.120    1.700    2.116
  113.540   40.110    1.700    2.121
  113.540   40.100    1.700    2.126
  113.540   40.090    1.700    2.125
  113.540   40.080    1.700    2.122
  113.540   40.070    1.700    2.122
  113.540   40.060    1.700    2.124
  113.540   40.050    1.700    2.127
  113.540   40.040    1.700    2.127
  113.540   40.030    1.700    2.124
  113.540   40.020    1.700    2.120
  113.540   40.010    1.700    2.116
  113.540   40.000    1.700    2.114
  113.540   39.990    1.700    2.113
  113.540   39.980    1.700    2.113
  113.540   39.970    1.700    2.113
  113.540   39.960    1.700    2.113
  113.540   39.950    1.700    2.112
  113.540   39.940    1.700    2.111
  113.540   39.930    1.700    2.110
  113.540   39.920    1.700    2.110
  113.540   39.910    1.700    2.110
  113.540   39.900    1.700    2.110
  113.540   39.890    1.700    2.110
  113.540   39.880    1.700    2.110
  113.540   39.870    1.700    2.110
  113.560   40.200    1.700    2.110
  113.560   40.190    1.700    2.110
  113.560   40.180    1.700    2.109
  113.560   40.170    1.700    2.108
  113.560   40.160    1.700    2.106
  113.560   40.150    1.700    2.105
  113.560   40.140    1.700    2.107
  113.560   40.130    1.700    2.111
  113.560   40.120    1.700    2.118
  113.560   40.110    1.700    2.129
  113.560   40.100    1.700    2.136
  113.560   40.090    1.700    2.133
  113.560   40.080    1.700    2.127
  113.560   40.070    1.700    2.127
  113.560   40.060    1.700    2.129
  113.560   40.050    1.700    2.133
  113.560   40.040    1.700    2.131
  113.560   40.030    1.700    2.126
  113.560   40.020    1.700    2.119
  113.560   40.010    1.700    2.113
  113.560   40.000    1.700    2.111
  113.560   39.990    1.700    2.110
  113.560   39.980    1.700    2.111
  113.560   39.970    1.700    2.112
  113.560   39.960    1.700    2.112
  113.560   39.950    1.700    2.112
  113.560   39.940    1.700    2.112
  113.560   39.930    1.700    2.111
  113.560   39.920    1.700    2.110
  113.560   39.910    1.700    2.110
  113.560   39.900    1.700    2.110
  113.560   39.890    1.700    2.110
  113.560   39.880    1.700    2.110
  113.560   39.870    1.700    2.110
  113.580   40.200    1.700    2.110
  113.580   40.190    1.700    2.110
  113.580   40.180    1.700    2.108
  113.580   40.170    1.700    2.106
  113.580   40.160    1.700    2.104
  113.580   40.150    1.700    2.104
  113.580   40.140    1.700    2.107
  113.580   40.130    1.700    2.113
  113.580   40.120    1.700    2.123
  113.580   40.110    1.700    2.138
  113.580   40.100    1.700    2.150
  113.580   40.090    1.700    2.141
  113.580   40.080    1.700    2.131
  113.580   40.070    1.700    2.133
  113.580   40.060    1.700    2.132
  113.580   40.050    1.700    2.137
  113.580   40.040    1.700    2.133
  113.580   40.030    1.700    2.123
  113.580   40.020    1.700    2.113
  113.580   40.010    1.700    2.106
  113.580   40.000    1.700    2.103
  113.580   39.990    1.700    2.104
  113.580   39.980    1.700    2.106
  113.580   39.970    1.700    2.109
  113.580   39.960    1.700    2.111
  113.580   39.950    1.700    2.112
  113.580   39.940    1.700    2.112
  113.580   39.930    1.700    2.111
  113.580   39.920    1.700    2.111
  113.580   39.910    1.700    2.110
  113.580   39.900    1.700    2.110
  113.580   39.890    1.700    2.110
  113.580   39.880    1.700    2.110
  113.580   39.870    1.700    2.110
  113.600   40.200    1.700    2.110
  113.600   40.190    1.700    2.109
  113.600   40.180    1.700    2.108
  113.600   40.170    1.700    2.105
  113.600   40.160    1.700    2.103
  113.600   40.150    1.700    2.104
  113.600   40.140    1.700    2.109
  113.600   40.130    1.700    2.120
  113.600   40.120    1.700    2.134
  113.600   40.110    1.700    2.150
  113.600   40.100    1.700    2.160
  113.600   40.090    1.700    2.147
  113.600   40.080    1.700    2.137
  113.600   40.070    1.700    2.141
  113.600   40.060    1.700    2.134
  113.600   40.050    1.700    2.131
  113.600   40.040    1.700    2.123
  113.600   40.030    1.700    2.113
  113.600   40.020    1.700    2.102
  113.600   40.010    1.700    2.095
  113.600   40.000    1.700    2.093
  113.600   39.990    1.700    2.095
  113.600   39.980    1.700    2.100
  113.600   39.970    1.700    2.104
  113.600   39.960    1.700    2.108
  113.600   39.950    1.700    2.110
  113.600   39.940    1.700    2.111
  113.600   39.930    1.700    2.111
  113.600   39.920    1.700    2.111
  113.600   39.910    1.700    2.111
  113.600   39.900    1.700    2.110
  113.600   39.890    1.700    2.110
  113.600   39.880    1.700    2.110
  113.600   39.870    1.700    2.110
  113.620   40.200    1.700    2.110
  113.620   40.190    1.700    2.109
  113.620   40.180    1.700    2.107
  113.620   40.170    1.700    2.105
  113.620   40.160    1.700    2.103
  113.620   40.150    1.700    2.105
  113.620   40.140    1.700    2.113
  113.620   40.130    1.700    2.129
  113.620   40.120    1.700    2.150
  113.620   40.110    1.700    2.165
  113.620   40.100    1.700    2.170
  113.620   40.090    1.700    2.155
  113.620   40.080    1.700    2.136
  113.620   40.070    1.700    2.139
  113.620   40.060    1.700    2.135
  113.620   40.050    1.700    2.114
  113.620   40.040    1.700    2.098
  113.620   40.030    1.700    2.092
  113.620   40.020    1.700    2.087
  113.620   40.010    1.700    2.082
  113.620   40.000    1.700    2.082
  113.620   39.990    1.700    2.086
  113.620   39.980    1.700    2.092
  113.620   39.970    1.700    2.099
  113.620   39.960    1.700    2.104
  113.620   39.950    1.700    2.107
  113.620   39.940    1.700    2.109
  113.620   39.930    1.700    2.110
  113.620   39.920    1.700    2.111
  113.620   39.910    1.700    2.111
  113.620   39.900    1.700    2.111
  113.620   39.890    1.700    2.110
  113.620   39.880    1.700    2.110
  113.620   39.870    1.700    2.110
  113.640   40.200    1.700    2.110
  113.640   40.190    1.700    2.109
  113.640   40.180    1.700    2.107
  113.640   40.170    1.700    2.105
  113.640   40.160    1.700    2.105
  113.640   40.150    1.700    2.109
  113.640   40.140    1.700    2.120
  113.640   40.130    1.700    2.141
  113.640   40.120    1.700    2.172
  113.640   40.110    1.700    2.194
  113.640   40.100    1.700    2.196
  113.640   40.090    1.700    2.175
  113.640   40.080    1.700    2.141
  113.640   40.070    1.700    2.136
  113.640   40.060    1.700    2.135
  113.640   40.050    1.700    2.103
  113.640   40.040    1.700    2.078
  113.640   40.030    1.700    2.078
  113.640   40.020    1.700    2.075
  113.640   40.010    1.700    2.070
  113.640   40.000    1.700    2.072
  113.640   39.990    1.700    2.077
  113.640   39.980    1.700    2.085
  113.640   39.970    1.700    2.093
  113.640   39.960    1.700    2.099
  113.640   39.950    1.700    2.104
  113.640   39.940    1.700    2.107
  113.640   39.930    1.700    2.109
  113.640   39.920    1.700    2.110
  113.640   39.910    1.700    2.111
  113.640   39.900    1.700    2.111
  113.640   39.890    1.700    2.111
  113.640   39.880    1.700    2.110
  113.640   39.870    1.700    2.110
  113.660   40.200    1.700    2.110
  113.660   40.190    1.700    2.108
  113.660   40.180    1.700    2.107
  113.660   40.170    1.700    2.106
  113.660   40.160    1.700    2.107
  113.660   40.150    1.700    2.113
  113.660   40.140    1.700    2.127
  113.660   40.130    1.700    2.153
  113.660   40.120    1.700    2.191
  113.660   40.110    1.700    2.221
  113.660   40.100    1.700    2.227
  113.660   40.090    1.700    2.203
  113.660   40.080    1.700    2.163
  113.660   40.070    1.700    2.145
  113.660   40.060    1.700    2.140
  113.660   40.050    1.700    2.115
  113.660   40.040    1.700    2.094
  113.660   40.030    1.700    2.084
  113.660   40.020    1.700    2.077
  113.660   40.010    1.700    2.069
  113.660   40.000    1.700    2.067
  113.660   39.990    1.700    2.071
  113.660   39.980    1.700    2.078
  113.660   39.970    1.700    2.087
  113.660   39.960    1.700    2.095
  113.660   39.950    1.700    2.100
  113.660   39.940    1.700    2.104
  113.660   39.930    1.700    2.106
  113.660   39.920    1.700    2.109
  113.660   39.910    1.700    2.110
  113.660   39.900    1.700    2.111
  113.660   39.890    1.700    2.111
  113.660   39.880    1.700    2.111
  113.660   39.870    1.700    2.110
  113.680   40.200    1.700    2.110
  113.680   40.190    1.700    2.108
  113.680   40.180    1.700    2.107
  113.680   40.170    1.700    2.106
  113.680   40.160    1.700    2.109
  113.680   40.150    1.700    2.117
  113.680   40.140    1.700    2.133
  113.680   40.130    1.700    2.158
  113.680   40.120    1.700    2.188
  113.680   40.110    1.700    2.213
  113.680   40.100    1.700    2.226
  113.680   40.090    1.700    2.215
  113.680   40.080    1.700    2.180
  113.680   40.070    1.700    2.151
  113.680   40.060    1.700    2.135
  113.680   40.050    1.700    2.124
  113.680   40.040    1.700    2.119
  113.680   40.030    1.700    2.109
  113.680   40.020    1.700    2.100
  113.680   40.010    1.700    2.088
  113.680   40.000    1.700    2.075
  113.680   39.990    1.700    2.069
  113.680   39.980    1.700    2.073
  113.680   39.970    1.700    2.082
  113.680   39.960    1.700    2.091
  113.680   39.950    1.700    2.097
  113.680   39.940    1.700    2.101
  113.680   39.930    1.700    2.104
  113.680   39.920    1.700    2.106
  113.680   39.910    1.700    2.109
  113.680   39.900    1.700    2.110
  113.680   39.890    1.700    2.111
  113.680   39.880    1.700    2.111
  113.680   39.870    1.700    2.110
  113.700   40.200    1.700    2.110
  113.700   40.190    1.700    2.108
  113.700   40.180    1.700    2.107
  113.700   40.170    1.700    2.106
  113.700   40.160    1.700    2.109
  113.700   40.150    1.700    2.116
  113.700   40.140    1.700    2.130
  113.700   40.130    1.700    2.149
  113.700   40.120    1.700    2.167
  113.700   40.110    1.700    2.181
  113.700   40.100    1.700    2.191
  113.700   40.090    1.700    2.190
  113.700   40.080    1.700    2.166
  113.700   40.070    1.700    2.136
  113.700   40.060    1.700    2.120
  113.700   40.050    1.700    2.119
  113.700   40.040    1.700    2.125
  113.700   40.030    1.700    2.124
  113.700   40.020    1.700    2.118
  113.700   40.010    1.700    2.109
  113.700   40.000    1.700    2.092
  113.700   39.990    1.700    2.076
  113.700   39.980    1.700    2.072
  113.700   39.970    1.700    2.080
  113.700   39.960    1.700    2.088
  113.700   39.950    1.700    2.094
  113.700   39.940    1.700    2.098
  113.700   39.930    1.700    2.101
  113.700   39.920    1.700    2.104
  113.700   39.910    1.700    2.107
  113.700   39.900    1.700    2.109
  113.700   39.890    1.700    2.110
  113.700   39.880    1.700    2.110
  113.700   39.870    1.700    2.110
  113.720   40.200    1.700    2.110
  113.720   40.190    1.700    2.109
  113.720   40.180    1.700    2.107
  113.720   40.170    1.700    2.106
  113.720   40.160    1.700    2.107
  113.720   40.150    1.700    2.112
  113.720   40.140    1.700    2.121
  113.720   40.130    1.700    2.131
  113.720   40.120    1.700    2.140
  113.720   40.110    1.700    2.145
  113.720   40.100    1.700    2.146
  113.720   40.090    1.700    2.142
  113.720   40.080    1.700    2.129
  113.720   40.070    1.700    2.108
  113.720   40.060    1.700    2.100
  113.720   40.050    1.700    2.110
  113.720   40.040    1.700    2.114
  113.720   40.030    1.700    2.110
  113.720   40.020    1.700    2.109
  113.720   40.010    1.700    2.117
  113.720   40.000    1.700    2.112
  113.720   39.990    1.700    2.092
  113.720   39.980    1.700    2.081
  113.720   39.970    1.700    2.083
  113.720   39.960    1.700    2.089
  113.720   39.950    1.700    2.094
  113.720   39.940    1.700    2.097
  113.720   39.930    1.700    2.100
  113.720   39.920    1.700    2.102
  113.720   39.910    1.700    2.105
  113.720   39.900    1.700    2.108
  113.720   39.890    1.700    2.109
  113.720   39.880    1.700    2.110
  113.720   39.870    1.700    2.110
  113.740   40.200    1.700    2.110
  113.740   40.190    1.700    2.109
  113.740   40.180    1.700    2.108
  113.740   40.170    1.700    2.106
  113.740   40.160    1.700    2.106
  113.740   40.150    1.700    2.108
  113.740   40.140    1.700    2.111
  113.740   40.130    1.700    2.115
  113.740   40.120    1.700    2.117
  113.740   40.110    1.700    2.116
  113.740   40.100    1.700    2.110
  113.740   40.090    1.700    2.099
  113.740   40.080    1.700    2.084
  113.740   40.070    1.700    2.071
  113.740   40.060    1.700    2.076
  113.740   40.050    1.700    2.098
  113.740   40.040    1.700    2.103
  113.740   40.030    1.700    2.094
  113.740   40.020    1.700    2.096
