经度        纬度         深度       速度
  113.960   40.170    1.000    1.688
  113.960   40.160    1.000    1.688
  113.960   40.150    1.000    1.688
  113.960   40.140    1.000    1.687
  113.960   40.130    1.000    1.687
  113.960   40.120    1.000    1.688
  113.960   40.110    1.000    1.691
  113.960   40.100    1.000    1.694
  113.960   40.090    1.000    1.695
  113.960   40.080    1.000    1.692
  113.960   40.070    1.000    1.686
  113.960   40.060    1.000    1.681
  113.960   40.050    1.000    1.681
  113.960   40.040    1.000    1.693
  113.960   40.030    1.000    1.714
  113.960   40.020    1.000    1.741
  113.960   40.010    1.000    1.758
  113.960   40.000    1.000    1.753
  113.960   39.990    1.000    1.719
  113.960   39.980    1.000    1.678
  113.960   39.970    1.000    1.656
  113.960   39.960    1.000    1.647
  113.960   39.950    1.000    1.630
  113.960   39.940    1.000    1.620
  113.960   39.930    1.000    1.636
  113.960   39.920    1.000    1.662
  113.960   39.910    1.000    1.682
  113.960   39.900    1.000    1.693
  113.960   39.890    1.000    1.696
  113.960   39.880    1.000    1.694
  113.960   39.870    1.000    1.689
  113.980   40.200    1.000    1.688
  113.980   40.190    1.000    1.688
  113.980   40.180    1.000    1.688
  113.980   40.170    1.000    1.688
  113.980   40.160    1.000    1.688
  113.980   40.150    1.000    1.688
  113.980   40.140    1.000    1.687
  113.980   40.130    1.000    1.687
  113.980   40.120    1.000    1.687
  113.980   40.110    1.000    1.689
  113.980   40.100    1.000    1.691
  113.980   40.090    1.000    1.692
  113.980   40.080    1.000    1.691
  113.980   40.070    1.000    1.687
  113.980   40.060    1.000    1.684
  113.980   40.050    1.000    1.684
  113.980   40.040    1.000    1.691
  113.980   40.030    1.000    1.705
  113.980   40.020    1.000    1.722
  113.980   40.010    1.000    1.734
  113.980   40.000    1.000    1.732
  113.980   39.990    1.000    1.713
  113.980   39.980    1.000    1.689
  113.980   39.970    1.000    1.674
  113.980   39.960    1.000    1.664
  113.980   39.950    1.000    1.654
  113.980   39.940    1.000    1.652
  113.980   39.930    1.000    1.664
  113.980   39.920    1.000    1.680
  113.980   39.910    1.000    1.692
  113.980   39.900    1.000    1.698
  113.980   39.890    1.000    1.698
  113.980   39.880    1.000    1.695
  113.980   39.870    1.000    1.689
  114.000   40.200    1.000    1.688
  114.000   40.190    1.000    1.688
  114.000   40.180    1.000    1.688
  114.000   40.170    1.000    1.688
  114.000   40.160    1.000    1.688
  114.000   40.150    1.000    1.688
  114.000   40.140    1.000    1.688
  114.000   40.130    1.000    1.687
  114.000   40.120    1.000    1.687
  114.000   40.110    1.000    1.688
  114.000   40.100    1.000    1.689
  114.000   40.090    1.000    1.689
  114.000   40.080    1.000    1.689
  114.000   40.070    1.000    1.687
  114.000   40.060    1.000    1.686
  114.000   40.050    1.000    1.686
  114.000   40.040    1.000    1.689
  114.000   40.030    1.000    1.696
  114.000   40.020    1.000    1.704
  114.000   40.010    1.000    1.710
  114.000   40.000    1.000    1.710
  114.000   39.990    1.000    1.702
  114.000   39.980    1.000    1.691
  114.000   39.970    1.000    1.683
  114.000   39.960    1.000    1.677
  114.000   39.950    1.000    1.672
  114.000   39.940    1.000    1.674
  114.000   39.930    1.000    1.680
  114.000   39.920    1.000    1.688
  114.000   39.910    1.000    1.694
  114.000   39.900    1.000    1.696
  114.000   39.890    1.000    1.696
  114.000   39.880    1.000    1.693
  114.000   39.870    1.000    1.689
  114.020   40.200    1.000    1.688
  114.020   40.190    1.000    1.688
  114.020   40.180    1.000    1.688
  114.020   40.170    1.000    1.688
  114.020   40.160    1.000    1.688
  114.020   40.150    1.000    1.688
  114.020   40.140    1.000    1.688
  114.020   40.130    1.000    1.688
  114.020   40.120    1.000    1.688
  114.020   40.110    1.000    1.687
  114.020   40.100    1.000    1.688
  114.020   40.090    1.000    1.688
  114.020   40.080    1.000    1.688
  114.020   40.070    1.000    1.688
  114.020   40.060    1.000    1.687
  114.020   40.050    1.000    1.687
  114.020   40.040    1.000    1.686
  114.020   40.030    1.000    1.687
  114.020   40.020    1.000    1.688
  114.020   40.010    1.000    1.689
  114.020   40.000    1.000    1.690
  114.020   39.990    1.000    1.690
  114.020   39.980    1.000    1.690
  114.020   39.970    1.000    1.691
  114.020   39.960    1.000    1.691
  114.020   39.950    1.000    1.690
  114.020   39.940    1.000    1.690
  114.020   39.930    1.000    1.690
  114.020   39.920    1.000    1.691
  114.020   39.910    1.000    1.691
  114.020   39.900    1.000    1.690
  114.020   39.890    1.000    1.690
  114.020   39.880    1.000    1.689
  114.020   39.870    1.000    1.688
  113.500   40.200    1.100    1.780
  113.500   40.190    1.100    1.780
  113.500   40.180    1.100    1.781
  113.500   40.170    1.100    1.780
  113.500   40.160    1.100    1.780
  113.500   40.150    1.100    1.779
  113.500   40.140    1.100    1.779
  113.500   40.130    1.100    1.778
  113.500   40.120    1.100    1.779
  113.500   40.110    1.100    1.779
  113.500   40.100    1.100    1.778
  113.500   40.090    1.100    1.777
  113.500   40.080    1.100    1.776
  113.500   40.070    1.100    1.776
  113.500   40.060    1.100    1.777
  113.500   40.050    1.100    1.778
  113.500   40.040    1.100    1.779
  113.500   40.030    1.100    1.780
  113.500   40.020    1.100    1.780
  113.500   40.010    1.100    1.781
  113.500   40.000    1.100    1.780
  113.500   39.990    1.100    1.780
  113.500   39.980    1.100    1.780
  113.500   39.970    1.100    1.780
  113.500   39.960    1.100    1.781
  113.500   39.950    1.100    1.781
  113.500   39.940    1.100    1.781
  113.500   39.930    1.100    1.781
  113.500   39.920    1.100    1.780
  113.500   39.910    1.100    1.780
  113.500   39.900    1.100    1.779
  113.500   39.890    1.100    1.779
  113.500   39.880    1.100    1.780
  113.500   39.870    1.100    1.780
  113.520   40.200    1.100    1.780
  113.520   40.190    1.100    1.779
  113.520   40.180    1.100    1.777
  113.520   40.170    1.100    1.773
  113.520   40.160    1.100    1.769
  113.520   40.150    1.100    1.763
  113.520   40.140    1.100    1.757
  113.520   40.130    1.100    1.752
  113.520   40.120    1.100    1.746
  113.520   40.110    1.100    1.739
  113.520   40.100    1.100    1.728
  113.520   40.090    1.100    1.713
  113.520   40.080    1.100    1.699
  113.520   40.070    1.100    1.692
  113.520   40.060    1.100    1.695
  113.520   40.050    1.100    1.706
  113.520   40.040    1.100    1.722
  113.520   40.030    1.100    1.738
  113.520   40.020    1.100    1.753
  113.520   40.010    1.100    1.764
  113.520   40.000    1.100    1.771
  113.520   39.990    1.100    1.774
  113.520   39.980    1.100    1.776
  113.520   39.970    1.100    1.777
  113.520   39.960    1.100    1.779
  113.520   39.950    1.100    1.781
  113.520   39.940    1.100    1.782
  113.520   39.930    1.100    1.783
  113.520   39.920    1.100    1.783
  113.520   39.910    1.100    1.782
  113.520   39.900    1.100    1.780
  113.520   39.890    1.100    1.779
  113.520   39.880    1.100    1.779
  113.520   39.870    1.100    1.780
  113.540   40.200    1.100    1.781
  113.540   40.190    1.100    1.777
  113.540   40.180    1.100    1.772
  113.540   40.170    1.100    1.766
  113.540   40.160    1.100    1.757
  113.540   40.150    1.100    1.745
  113.540   40.140    1.100    1.733
  113.540   40.130    1.100    1.722
  113.540   40.120    1.100    1.713
  113.540   40.110    1.100    1.703
  113.540   40.100    1.100    1.683
  113.540   40.090    1.100    1.652
  113.540   40.080    1.100    1.623
  113.540   40.070    1.100    1.610
  113.540   40.060    1.100    1.616
  113.540   40.050    1.100    1.637
  113.540   40.040    1.100    1.666
  113.540   40.030    1.100    1.697
  113.540   40.020    1.100    1.724
  113.540   40.010    1.100    1.746
  113.540   40.000    1.100    1.760
  113.540   39.990    1.100    1.767
  113.540   39.980    1.100    1.770
  113.540   39.970    1.100    1.772
  113.540   39.960    1.100    1.774
  113.540   39.950    1.100    1.777
  113.540   39.940    1.100    1.781
  113.540   39.930    1.100    1.783
  113.540   39.920    1.100    1.784
  113.540   39.910    1.100    1.783
  113.540   39.900    1.100    1.781
  113.540   39.890    1.100    1.780
  113.540   39.880    1.100    1.779
  113.540   39.870    1.100    1.779
  113.560   40.200    1.100    1.780
  113.560   40.190    1.100    1.774
  113.560   40.180    1.100    1.767
  113.560   40.170    1.100    1.757
  113.560   40.160    1.100    1.744
  113.560   40.150    1.100    1.725
  113.560   40.140    1.100    1.705
  113.560   40.130    1.100    1.688
  113.560   40.120    1.100    1.680
  113.560   40.110    1.100    1.673
  113.560   40.100    1.100    1.652
  113.560   40.090    1.100    1.607
  113.560   40.080    1.100    1.562
  113.560   40.070    1.100    1.543
  113.560   40.060    1.100    1.550
  113.560   40.050    1.100    1.580
  113.560   40.040    1.100    1.621
  113.560   40.030    1.100    1.663
  113.560   40.020    1.100    1.700
  113.560   40.010    1.100    1.730
  113.560   40.000    1.100    1.750
  113.560   39.990    1.100    1.761
  113.560   39.980    1.100    1.765
  113.560   39.970    1.100    1.766
  113.560   39.960    1.100    1.767
  113.560   39.950    1.100    1.771
  113.560   39.940    1.100    1.776
  113.560   39.930    1.100    1.781
  113.560   39.920    1.100    1.783
  113.560   39.910    1.100    1.784
  113.560   39.900    1.100    1.783
  113.560   39.890    1.100    1.781
  113.560   39.880    1.100    1.780
  113.560   39.870    1.100    1.779
  113.580   40.200    1.100    1.780
  113.580   40.190    1.100    1.772
  113.580   40.180    1.100    1.763
  113.580   40.170    1.100    1.750
  113.580   40.160    1.100    1.732
  113.580   40.150    1.100    1.707
  113.580   40.140    1.100    1.677
  113.580   40.130    1.100    1.652
  113.580   40.120    1.100    1.648
  113.580   40.110    1.100    1.655
  113.580   40.100    1.100    1.648
  113.580   40.090    1.100    1.601
  113.580   40.080    1.100    1.545
  113.580   40.070    1.100    1.525
  113.580   40.060    1.100    1.527
  113.580   40.050    1.100    1.563
  113.580   40.040    1.100    1.605
  113.580   40.030    1.100    1.648
  113.580   40.020    1.100    1.688
  113.580   40.010    1.100    1.724
  113.580   40.000    1.100    1.750
  113.580   39.990    1.100    1.763
  113.580   39.980    1.100    1.766
  113.580   39.970    1.100    1.764
  113.580   39.960    1.100    1.762
  113.580   39.950    1.100    1.764
  113.580   39.940    1.100    1.768
  113.580   39.930    1.100    1.774
  113.580   39.920    1.100    1.780
  113.580   39.910    1.100    1.783
  113.580   39.900    1.100    1.784
  113.580   39.890    1.100    1.784
  113.580   39.880    1.100    1.782
  113.580   39.870    1.100    1.780
  113.600   40.200    1.100    1.779
  113.600   40.190    1.100    1.770
  113.600   40.180    1.100    1.760
  113.600   40.170    1.100    1.747
  113.600   40.160    1.100    1.727
  113.600   40.150    1.100    1.698
  113.600   40.140    1.100    1.660
  113.600   40.130    1.100    1.628
  113.600   40.120    1.100    1.629
  113.600   40.110    1.100    1.643
  113.600   40.100    1.100    1.657
  113.600   40.090    1.100    1.646
  113.600   40.080    1.100    1.601
  113.600   40.070    1.100    1.581
  113.600   40.060    1.100    1.566
  113.600   40.050    1.100    1.599
  113.600   40.040    1.100    1.632
  113.600   40.030    1.100    1.668
  113.600   40.020    1.100    1.702
  113.600   40.010    1.100    1.740
  113.600   40.000    1.100    1.770
  113.600   39.990    1.100    1.783
  113.600   39.980    1.100    1.781
  113.600   39.970    1.100    1.773
  113.600   39.960    1.100    1.764
  113.600   39.950    1.100    1.760
  113.600   39.940    1.100    1.761
  113.600   39.930    1.100    1.766
  113.600   39.920    1.100    1.773
  113.600   39.910    1.100    1.780
  113.600   39.900    1.100    1.784
  113.600   39.890    1.100    1.785
  113.600   39.880    1.100    1.783
  113.600   39.870    1.100    1.780
  113.620   40.200    1.100    1.779
  113.620   40.190    1.100    1.770
  113.620   40.180    1.100    1.761
  113.620   40.170    1.100    1.750
  113.620   40.160    1.100    1.735
  113.620   40.150    1.100    1.710
  113.620   40.140    1.100    1.675
  113.620   40.130    1.100    1.643
  113.620   40.120    1.100    1.644
  113.620   40.110    1.100    1.647
  113.620   40.100    1.100    1.651
  113.620   40.090    1.100    1.678
  113.620   40.080    1.100    1.657
  113.620   40.070    1.100    1.648
  113.620   40.060    1.100    1.677
  113.620   40.050    1.100    1.715
  113.620   40.040    1.100    1.736
  113.620   40.030    1.100    1.745
  113.620   40.020    1.100    1.757
  113.620   40.010    1.100    1.787
  113.620   40.000    1.100    1.817
  113.620   39.990    1.100    1.827
  113.620   39.980    1.100    1.819
  113.620   39.970    1.100    1.800
  113.620   39.960    1.100    1.780
  113.620   39.950    1.100    1.765
  113.620   39.940    1.100    1.759
  113.620   39.930    1.100    1.760
  113.620   39.920    1.100    1.766
  113.620   39.910    1.100    1.774
  113.620   39.900    1.100    1.781
  113.620   39.890    1.100    1.784
  113.620   39.880    1.100    1.784
  113.620   39.870    1.100    1.781
  113.640   40.200    1.100    1.779
  113.640   40.190    1.100    1.772
  113.640   40.180    1.100    1.765
  113.640   40.170    1.100    1.760
  113.640   40.160    1.100    1.753
  113.640   40.150    1.100    1.740
  113.640   40.140    1.100    1.718
  113.640   40.130    1.100    1.693
  113.640   40.120    1.100    1.674
  113.640   40.110    1.100    1.637
  113.640   40.100    1.100    1.610
  113.640   40.090    1.100    1.619
  113.640   40.080    1.100    1.626
  113.640   40.070    1.100    1.678
  113.640   40.060    1.100    1.798
  113.640   40.050    1.100    1.932
  113.640   40.040    1.100    1.949
  113.640   40.030    1.100    1.899
  113.640   40.020    1.100    1.854
  113.640   40.010    1.100    1.861
  113.640   40.000    1.100    1.888
  113.640   39.990    1.100    1.894
  113.640   39.980    1.100    1.876
  113.640   39.970    1.100    1.844
  113.640   39.960    1.100    1.811
  113.640   39.950    1.100    1.782
  113.640   39.940    1.100    1.764
  113.640   39.930    1.100    1.757
  113.640   39.920    1.100    1.759
  113.640   39.910    1.100    1.767
  113.640   39.900    1.100    1.776
  113.640   39.890    1.100    1.781
  113.640   39.880    1.100    1.783
  113.640   39.870    1.100    1.782
  113.660   40.200    1.100    1.779
  113.660   40.190    1.100    1.774
  113.660   40.180    1.100    1.771
  113.660   40.170    1.100    1.772
  113.660   40.160    1.100    1.775
  113.660   40.150    1.100    1.776
  113.660   40.140    1.100    1.771
  113.660   40.130    1.100    1.753
  113.660   40.120    1.100    1.711
  113.660   40.110    1.100    1.646
  113.660   40.100    1.100    1.592
  113.660   40.090    1.100    1.580
  113.660   40.080    1.100    1.605
  113.660   40.070    1.100    1.720
  113.660   40.060    1.100    1.890
  113.660   40.050    1.100    2.054
  113.660   40.040    1.100    2.083
  113.660   40.030    1.100    2.021
  113.660   40.020    1.100    1.943
  113.660   40.010    1.100    1.927
  113.660   40.000    1.100    1.957
  113.660   39.990    1.100    1.964
  113.660   39.980    1.100    1.940
  113.660   39.970    1.100    1.900
  113.660   39.960    1.100    1.854
  113.660   39.950    1.100    1.811
  113.660   39.940    1.100    1.779
  113.660   39.930    1.100    1.761
  113.660   39.920    1.100    1.756
  113.660   39.910    1.100    1.761
  113.660   39.900    1.100    1.770
  113.660   39.890    1.100    1.777
  113.660   39.880    1.100    1.781
  113.660   39.870    1.100    1.781
  113.680   40.200    1.100    1.779
  113.680   40.190    1.100    1.776
  113.680   40.180    1.100    1.776
  113.680   40.170    1.100    1.782
  113.680   40.160    1.100    1.792
  113.680   40.150    1.100    1.803
  113.680   40.140    1.100    1.810
  113.680   40.130    1.100    1.800
  113.680   40.120    1.100    1.747
  113.680   40.110    1.100    1.665
  113.680   40.100    1.100    1.597
  113.680   40.090    1.100    1.581
  113.680   40.080    1.100    1.622
  113.680   40.070    1.100    1.765
  113.680   40.060    1.100    1.929
  113.680   40.050    1.100    2.046
  113.680   40.040    1.100    2.049
  113.680   40.030    1.100    2.014
  113.680   40.020    1.100    1.958
  113.680   40.010    1.100    1.940
  113.680   40.000    1.100    1.970
  113.680   39.990    1.100    1.993
  113.680   39.980    1.100    1.985
  113.680   39.970    1.100    1.952
  113.680   39.960    1.100    1.904
  113.680   39.950    1.100    1.851
  113.680   39.940    1.100    1.805
  113.680   39.930    1.100    1.773
  113.680   39.920    1.100    1.758
  113.680   39.910    1.100    1.757
  113.680   39.900    1.100    1.764
  113.680   39.890    1.100    1.773
  113.680   39.880    1.100    1.778
  113.680   39.870    1.100    1.781
  113.700   40.200    1.100    1.780
  113.700   40.190    1.100    1.778
  113.700   40.180    1.100    1.780
  113.700   40.170    1.100    1.788
  113.700   40.160    1.100    1.800
  113.700   40.150    1.100    1.813
  113.700   40.140    1.100    1.821
  113.700   40.130    1.100    1.810
  113.700   40.120    1.100    1.761
  113.700   40.110    1.100    1.683
  113.700   40.100    1.100    1.615
  113.700   40.090    1.100    1.597
  113.700   40.080    1.100    1.647
  113.700   40.070    1.100    1.783
  113.700   40.060    1.100    1.934
  113.700   40.050    1.100    2.019
  113.700   40.040    1.100    1.999
  113.700   40.030    1.100    1.942
  113.700   40.020    1.100    1.872
  113.700   40.010    1.100    1.838
  113.700   40.000    1.100    1.866
  113.700   39.990    1.100    1.931
  113.700   39.980    1.100    1.981
  113.700   39.970    1.100    1.987
  113.700   39.960    1.100    1.953
  113.700   39.950    1.100    1.898
  113.700   39.940    1.100    1.840
  113.700   39.930    1.100    1.793
  113.700   39.920    1.100    1.765
  113.700   39.910    1.100    1.756
  113.700   39.900    1.100    1.759
  113.700   39.890    1.100    1.768
  113.700   39.880    1.100    1.775
  113.700   39.870    1.100    1.781
  113.720   40.200    1.100    1.780
  113.720   40.190    1.100    1.779
  113.720   40.180    1.100    1.781
  113.720   40.170    1.100    1.789
  113.720   40.160    1.100    1.800
  113.720   40.150    1.100    1.811
  113.720   40.140    1.100    1.815
  113.720   40.130    1.100    1.803
  113.720   40.120    1.100    1.768
  113.720   40.110    1.100    1.713
  113.720   40.100    1.100    1.659
  113.720   40.090    1.100    1.635
  113.720   40.080    1.100    1.673
  113.720   40.070    1.100    1.790
  113.720   40.060    1.100    1.921
  113.720   40.050    1.100    1.988
  113.720   40.040    1.100    1.963
  113.720   40.030    1.100    1.887
  113.720   40.020    1.100    1.795
  113.720   40.010    1.100    1.719
  113.720   40.000    1.100    1.715
  113.720   39.990    1.100    1.807
  113.720   39.980    1.100    1.930
  113.720   39.970    1.100    2.001
  113.720   39.960    1.100    2.000
  113.720   39.950    1.100    1.951
  113.720   39.940    1.100    1.884
  113.720   39.930    1.100    1.822
  113.720   39.920    1.100    1.780
  113.720   39.910    1.100    1.759
  113.720   39.900    1.100    1.757
  113.720   39.890    1.100    1.763
  113.720   39.880    1.100    1.772
  113.720   39.870    1.100    1.780
  113.740   40.200    1.100    1.780
  113.740   40.190    1.100    1.779
  113.740   40.180    1.100    1.782
  113.740   40.170    1.100    1.788
  113.740   40.160    1.100    1.796
  113.740   40.150    1.100    1.803
  113.740   40.140    1.100    1.804
  113.740   40.130    1.100    1.794
  113.740   40.120    1.100    1.770
  113.740   40.110    1.100    1.738
  113.740   40.100    1.100    1.711
  113.740   40.090    1.100    1.701
  113.740   40.080    1.100    1.727
  113.740   40.070    1.100    1.795
  113.740   40.060    1.100    1.871
  113.740   40.050    1.100    1.905
  113.740   40.040    1.100    1.897
  113.740   40.030    1.100    1.856
  113.740   40.020    1.100    1.791
  113.740   40.010    1.100    1.709
  113.740   40.000    1.100    1.669
  113.740   39.990    1.100    1.736
  113.740   39.980    1.100    1.878
  113.740   39.970    1.100    1.999
  113.740   39.960    1.100    2.042
  113.740   39.950    1.100    2.008
  113.740   39.940    1.100    1.936
  113.740   39.930    1.100    1.861
  113.740   39.920    1.100    1.802
  113.740   39.910    1.100    1.768
  113.740   39.900    1.100    1.757
  113.740   39.890    1.100    1.760
  113.740   39.880    1.100    1.769
  113.740   39.870    1.100    1.780
  113.760   40.200    1.100    1.780
  113.760   40.190    1.100    1.780
  113.760   40.180    1.100    1.781
  113.760   40.170    1.100    1.786
  113.760   40.160    1.100    1.791
  113.760   40.150    1.100    1.796
  113.760   40.140    1.100    1.795
  113.760   40.130    1.100    1.788
  113.760   40.120    1.100    1.774
  113.760   40.110    1.100    1.756
  113.760   40.100    1.100    1.744
  113.760   40.090    1.100    1.746
  113.760   40.080    1.100    1.766
  113.760   40.070    1.100    1.795
  113.760   40.060    1.100    1.811
  113.760   40.050    1.100    1.796
  113.760   40.040    1.100    1.795
  113.760   40.030    1.100    1.826
  113.760   40.020    1.100    1.846
  113.760   40.010    1.100    1.801
  113.760   40.000    1.100    1.736
  113.760   39.990    1.100    1.757
  113.760   39.980    1.100    1.863
  113.760   39.970    1.100    1.992
  113.760   39.960    1.100    2.071
  113.760   39.950    1.100    2.064
  113.760   39.940    1.100    1.995
  113.760   39.930    1.100    1.907
  113.760   39.920    1.100    1.832
  113.760   39.910    1.100    1.782
  113.760   39.900    1.100    1.760
  113.760   39.890    1.100    1.758
  113.760   39.880    1.100    1.766
  113.760   39.870    1.100    1.779
  113.780   40.200    1.100    1.780
  113.780   40.190    1.100    1.780
  113.780   40.180    1.100    1.781
  113.780   40.170    1.100    1.783
  113.780   40.160    1.100    1.787
  113.780   40.150    1.100    1.790
  113.780   40.140    1.100    1.789
  113.780   40.130    1.100    1.784
  113.780   40.120    1.100    1.776
  113.780   40.110    1.100    1.767
  113.780   40.100    1.100    1.761
  113.780   40.090    1.100    1.761
  113.780   40.080    1.100    1.768
  113.780   40.070    1.100    1.773
  113.780   40.060    1.100    1.764
  113.780   40.050    1.100    1.737
  113.780   40.040    1.100    1.737
  113.780   40.030    1.100    1.818
  113.780   40.020    1.100    1.913
  113.780   40.010    1.100    1.925
  113.780   40.000    1.100    1.871
  113.780   39.990    1.100    1.846
  113.780   39.980    1.100    1.894
  113.780   39.970    1.100    2.005
  113.780   39.960    1.100    2.102
  113.780   39.950    1.100    2.121
  113.780   39.940    1.100    2.060
  113.780   39.930    1.100    1.960
  113.780   39.920    1.100    1.866
  113.780   39.910    1.100    1.800
  113.780   39.900    1.100    1.766
  113.780   39.890    1.100    1.758
  113.780   39.880    1.100    1.764
  113.780   39.870    1.100    1.778
  113.800   40.200    1.100    1.780
  113.800   40.190    1.100    1.779
  113.800   40.180    1.100    1.780
  113.800   40.170    1.100    1.782
  113.800   40.160    1.100    1.784
  113.800   40.150    1.100    1.785
  113.800   40.140    1.100    1.784
  113.800   40.130    1.100    1.782
  113.800   40.120    1.100    1.777
  113.800   40.110    1.100    1.772
  113.800   40.100    1.100    1.767
  113.800   40.090    1.100    1.759
  113.800   40.080    1.100    1.749
  113.800   40.070    1.100    1.734
  113.800   40.060    1.100    1.715
  113.800   40.050    1.100    1.702
  113.800   40.040    1.100    1.732
  113.800   40.030    1.100    1.850
  113.800   40.020    1.100    1.980
  113.800   40.010    1.100    2.024
  113.800   40.000    1.100    1.998
  113.800   39.990    1.100    1.962
  113.800   39.980    1.100    1.965
  113.800   39.970    1.100    2.053
  113.800   39.960    1.100    2.155
  113.800   39.950    1.100    2.190
  113.800   39.940    1.100    2.128
  113.800   39.930    1.100    2.011
  113.800   39.920    1.100    1.898
  113.800   39.910    1.100    1.818
  113.800   39.900    1.100    1.774
  113.800   39.890    1.100    1.759
  113.800   39.880    1.100    1.764
  113.800   39.870    1.100    1.777
  113.820   40.200    1.100    1.780
  113.820   40.190    1.100    1.779
  113.820   40.180    1.100    1.780
  113.820   40.170    1.100    1.780
  113.820   40.160    1.100    1.781
  113.820   40.150    1.100    1.782
  113.820   40.140    1.100    1.781
  113.820   40.130    1.100    1.780
  113.820   40.120    1.100    1.777
  113.820   40.110    1.100    1.774
  113.820   40.100    1.100    1.767
  113.820   40.090    1.100    1.753
  113.820   40.080    1.100    1.731
  113.820   40.070    1.100    1.700
  113.820   40.060    1.100    1.672
  113.820   40.050    1.100    1.671
  113.820   40.040    1.100    1.740
  113.820   40.030    1.100    1.890
  113.820   40.020    1.100    2.035
  113.820   40.010    1.100    2.091
  113.820   40.000    1.100    2.081
  113.820   39.990    1.100    2.068
  113.820   39.980    1.100    2.053
  113.820   39.970    1.100    2.106
  113.820   39.960    1.100    2.186
  113.820   39.950    1.100    2.214
  113.820   39.940    1.100    2.155
  113.820   39.930    1.100    2.030
  113.820   39.920    1.100    1.911
  113.820   39.910    1.100    1.826
  113.820   39.900    1.100    1.778
  113.820   39.890    1.100    1.761
  113.820   39.880    1.100    1.764
  113.820   39.870    1.100    1.777
  113.840   40.200    1.100    1.780
  113.840   40.190    1.100    1.779
  113.840   40.180    1.100    1.779
  113.840   40.170    1.100    1.780
  113.840   40.160    1.100    1.780
  113.840   40.150    1.100    1.780
  113.840   40.140    1.100    1.779
  113.840   40.130    1.100    1.779
  113.840   40.120    1.100    1.778
  113.840   40.110    1.100    1.775
  113.840   40.100    1.100    1.768
  113.840   40.090    1.100    1.753
  113.840   40.080    1.100    1.726
  113.840   40.070    1.100    1.693
  113.840   40.060    1.100    1.667
  113.840   40.050    1.100    1.676
  113.840   40.040    1.100    1.758
  113.840   40.030    1.100    1.905
  113.840   40.020    1.100    2.039
  113.840   40.010    1.100    2.106
  113.840   40.000    1.100    2.109
  113.840   39.990    1.100    2.101
  113.840   39.980    1.100    2.068
  113.840   39.970    1.100    2.081
  113.840   39.960    1.100    2.133
  113.840   39.950    1.100    2.146
  113.840   39.940    1.100    2.090
  113.840   39.930    1.100    1.989
  113.840   39.920    1.100    1.889
  113.840   39.910    1.100    1.817
  113.840   39.900    1.100    1.777
  113.840   39.890    1.100    1.762
  113.840   39.880    1.100    1.765
  113.840   39.870    1.100    1.777
  113.860   40.200    1.100    1.780
  113.860   40.190    1.100    1.780
  113.860   40.180    1.100    1.780
  113.860   40.170    1.100    1.780
  113.860   40.160    1.100    1.780
  113.860   40.150    1.100    1.779
  113.860   40.140    1.100    1.779
  113.860   40.130    1.100    1.779
  113.860   40.120    1.100    1.779
  113.860   40.110    1.100    1.778
  113.860   40.100    1.100    1.773
  113.860   40.090    1.100    1.759
  113.860   40.080    1.100    1.736
  113.860   40.070    1.100    1.707
  113.860   40.060    1.100    1.687
  113.860   40.050    1.100    1.699
  113.860   40.040    1.100    1.765
  113.860   40.030    1.100    1.880
  113.860   40.020    1.100    1.989
  113.860   40.010    1.100    2.053
  113.860   40.000    1.100    2.058
  113.860   39.990    1.100    2.036
  113.860   39.980    1.100    1.981
  113.860   39.970    1.100    1.963
  113.860   39.960    1.100    1.984
  113.860   39.950    1.100    1.985
  113.860   39.940    1.100    1.951
  113.860   39.930    1.100    1.895
  113.860   39.920    1.100    1.837
  113.860   39.910    1.100    1.794
  113.860   39.900    1.100    1.769
  113.860   39.890    1.100    1.762
  113.860   39.880    1.100    1.766
  113.860   39.870    1.100    1.777
  113.880   40.200    1.100    1.780
  113.880   40.190    1.100    1.780
  113.880   40.180    1.100    1.780
  113.880   40.170    1.100    1.780
  113.880   40.160    1.100    1.780
  113.880   40.150    1.100    1.779
  113.880   40.140    1.100    1.779
  113.880   40.130    1.100    1.780
  113.880   40.120    1.100    1.781
  113.880   40.110    1.100    1.782
  113.880   40.100    1.100    1.780
  113.880   40.090    1.100    1.770
  113.880   40.080    1.100    1.752
  113.880   40.070    1.100    1.729
  113.880   40.060    1.100    1.714
  113.880   40.050    1.100    1.720
  113.880   40.040    1.100    1.762
  113.880   40.030    1.100    1.834
  113.880   40.020    1.100    1.908
  113.880   40.010    1.100    1.950
  113.880   40.000    1.100    1.938
  113.880   39.990    1.100    1.905
  113.880   39.980    1.100    1.846
  113.880   39.970    1.100    1.817
  113.880   39.960    1.100    1.822
  113.880   39.950    1.100    1.815
  113.880   39.940    1.100    1.802
  113.880   39.930    1.100    1.790
  113.880   39.920    1.100    1.777
  113.880   39.910    1.100    1.767
  113.880   39.900    1.100    1.761
  113.880   39.890    1.100    1.762
  113.880   39.880    1.100    1.768
  113.880   39.870    1.100    1.778
  113.900   40.200    1.100    1.780
  113.900   40.190    1.100    1.780
  113.900   40.180    1.100    1.780
  113.900   40.170    1.100    1.780
  113.900   40.160    1.100    1.780
  113.900   40.150    1.100    1.780
  113.900   40.140    1.100    1.780
  113.900   40.130    1.100    1.780
  113.900   40.120    1.100    1.782
